"","name","gs_email","as_pc_chair","as_pc","as_session_chair","as_panelist","as_keynote_speaker","as_author","pc_chairs","pcs","session_chairs","panels","keynotes","papers","gender","country","sector"
"5237","Liu, Changfeng","",0,0,0,0,0,1,"","","","","","CIDR","M","NA","NA"
"5238","Liu, Chengcheng","",0,0,0,0,0,1,"","","","","","HPCC","NA","NA","NA"
"5239","Liu, Chengfei","",0,2,0,0,0,0,"","SIGMOD,ICDM","","","","","M","NA","NA"
"5240","Liu, Chenghao","@smu.edu.sg",0,0,0,0,0,1,"","","","","","ICDM","M","us","edu"
"5241","Liu, Chuanren","@drexel.edu",0,1,0,0,0,1,"","KDD","","","","KDD","M","us","edu"
"5242","Liu, Chunyi","",0,0,0,0,0,1,"","","","","","SYSTOR","NA","NA","NA"
"5243","Liu, Daiping","@udel.edu",0,0,0,0,0,1,"","","","","","CCS","M","ed","edu"
"5244","Liu, Fang","@microsoft.com",0,0,0,0,0,1,"","","","","","SIGIR","M","NA","com"
"5245","Liu, Fang","",0,0,0,0,0,3,"","","","","","HPCC,HPCC,HPCC","M","NA","NA"
"5246","Liu, Fangfang","",0,0,0,0,0,2,"","","","","","ICPP,IPDPS","M","NA","NA"
"5247","Liu, Fangming","@mail.hust.edu.cn",0,0,0,0,0,2,"","","","","","ATC,IGSC","NA","us","edu"
"5248","Liu, Feilong","@osu.edu",0,0,0,0,0,1,"","","","","","EuroSys","M","us","edu"
"5249","Liu, Gang","",0,0,0,0,0,1,"","","","","","ICDM","M","NA","NA"
"5250","Liu, Gary","",0,0,0,0,0,1,"","","","","","Cluster","M","NA","NA"
"5251","Liu, Guang","",0,0,0,0,0,1,"","","","","","SP","M","NA","NA"
"5252","Liu, Guannan","@buaa.edu.cn",0,0,0,0,0,2,"","","","","","KDD,KDD","F","us","edu"
"5253","Liu, Guimei","",0,1,0,0,0,0,"","KDD","","","","","F","NA","NA"
"5254","Liu, Guodong","",0,0,0,0,0,1,"","","","","","KDD","M","NA","NA"
"5255","Liu, Guoxin","@g.clemson.edu",0,0,0,0,0,1,"","","","","","SPAA","M","us","edu"
"5256","Liu, Hang","@gwmail.gwu.edu",0,0,0,0,0,1,"","","","","","FAST","F","us","edu"
"5257","Liu, Haopeng","MISSING",0,0,0,0,0,1,"","","","","","ASPLOS","M","NA","NA"
"5258","Liu, Hengchang","@illinois.edu",0,0,0,0,0,1,"","","","","","ICDM","M","us","edu"
"5259","Liu, Hongqiang","@microsoft.com",0,0,0,0,0,1,"","","","","","SOSP","M","NA","com"
"5260","Liu, Hongqiang Harry","@microsoft.com",0,0,0,0,0,2,"","","","","","NSDI,SOSP","M","NA","com"
"5261","Liu, Hongyu","@my.utsa.edu",0,0,0,0,0,1,"","","","","","CCS","M","ed","edu"
"5262","Liu, Hua","",0,0,0,0,0,1,"","","","","","CCS","NA","NA","NA"
"5263","Liu, Huan","@asu.edu",0,3,0,1,0,1,"","KDD,SIGIR,ICDM","","ICDM","","KDD","M","us","edu"
"5264","Liu, Hui","@sjtu.edu.cn",0,0,0,0,0,1,"","","","","","NDSS","F","us","edu"
"5265","Liu, Jason","@cis.fiu.edu",0,2,1,0,0,1,"","MASCOTS,IPDPS","MASCOTS","","","MASCOTS","M","us","edu"
"5266","Liu, Jialin","@lbl.gov",0,0,0,0,0,2,"","","","","","HPDC,Cluster","NA","us","gov"
"5267","Liu, Jian1","@rutgers.edu",0,0,0,0,0,1,"","","","","","CCS","NA","us","edu"
"5268","Liu, Jian2","@aalto.fi",0,0,0,0,0,1,"","","","","","CCS","NA","fi","edu"
"5269","Liu, Jianqiao","",0,0,0,0,0,1,"","","","","","ISPASS","M","NA","NA"
"5270","Liu, Jianxun","@hnust.edu.cn",0,0,0,0,0,1,"","","","","","SOCC","NA","us","edu"
"5271","Liu, Jiaqi","@osu.edu",0,0,0,0,0,1,"","","","","","CCGrid","F","us","edu"
"5272","Liu, Jiawen","",0,0,0,0,0,1,"","","","","","IPDPS","M","NA","NA"
"5273","Liu, Jie","",0,0,0,0,0,1,"","","","","","HPCC","NA","NA","NA"
"5274","Liu, Jienan","@cs.uga.edu",0,0,0,0,0,1,"","","","","","NDSS","M","ed","edu"
"5275","Liu, Jingjing","",0,1,0,0,0,0,"","SIGIR","","","","","F","NA","NA"
"5276","Liu, Jingzhou","@cs.cmu.edu",0,0,0,0,0,1,"","","","","","SIGIR","NA","us","edu"
"5277","Liu, Jun","",0,1,0,0,0,1,"","KDD","","","","MobiCom","M","NA","NA"
"5278","Liu, Junming","@rutgers.edu",0,0,0,0,0,1,"","","","","","KDD","M","us","edu"
"5279","Liu, Ke","@ict.ac.cn",0,0,0,0,0,1,"","","","","","HPCC","NA","cn","edu"
"5280","Liu, Kebin","",0,0,0,0,0,1,"","","","","","NDSS","NA","NA","NA"
"5281","Liu, Lei","",0,2,0,0,0,0,"","IISWC,ICPP","","","","","M","NA","NA"
"5282","Liu, Leibo","",0,0,0,0,0,1,"","","","","","ISCA","NA","NA","NA"
"5283","Liu, Li","",0,0,0,0,0,1,"","","","","","SIGIR","NA","NA","NA"
"5284","Liu, Liang","",0,0,0,0,0,1,"","","","","","SIGMETRICS","NA","NA","NA"
"5285","Liu, Ling","@cc.gatech.edu",0,1,0,1,0,3,"","SIGMOD","","CLOUD","","NDSS,CLOUD,CLOUD","F","us","edu"
"5286","Liu, Liyuan","@mail.ustc.edu.cn",0,0,0,0,0,1,"","","","","","KDD","NA","ed","edu"
"5287","Liu, Lun","",0,0,0,0,0,1,"","","","","","OOPSLA","NA","NA","NA"
"5288","Liu, Mengxing","@mails.tsinghua.edu.cn",0,0,0,0,0,1,"","","","","","ASPLOS","NA","us","edu"
"5289","Liu, Ming","",0,0,0,0,0,1,"","","","","","ASPLOS","M","NA","NA"
"5290","Liu, Mingyan","@umich.edu",0,2,0,0,0,0,"","MASCOTS,SIGMETRICS","","","","","F","ed","edu"
"5291","Liu, Ning","@syr.edu",0,0,0,0,0,1,"","","","","","MICRO","NA","us","edu"
"5292","Liu, Pangfeng","",0,0,0,0,0,1,"","","","","","CCGrid","M","NA","NA"
"5293","Liu, Peng","@ist.psu.edu",0,0,0,0,0,4,"","","","","","CCS,CCS,NDSS,VEE","M","us","edu"
"5294","Liu, Qi","@ustc.edu.cn",0,0,0,0,0,1,"","","","","","KDD","M","ed","edu"
"5295","Liu, Qiang","",0,0,0,0,0,1,"","","","","","HPDC","M","NA","NA"
"5296","Liu, Qin","",0,0,0,0,0,1,"","","","","","KDD","M","NA","NA"
"5297","Liu, Qing","@ornl.gov",0,0,0,0,0,3,"","","","","","MASCOTS,HotStorage,Cluster","M","us","gov"
"5298","Liu, Qing Gary","",0,1,0,0,0,0,"","CCGrid","","","","","M","NA","NA"
"5299","Liu, Rui","",0,0,0,0,0,2,"","","","","","KDD,ICDM","F","NA","NA"
"5300","Liu, Rui","@comp.nus.edu.sg",0,0,0,0,0,1,"","","","","","SIGMOD","F","us","edu"
"5301","Liu, Shen","",0,0,0,0,0,1,"","","","","","CCS","M","NA","NA"
"5302","Liu, Shengyun","",0,0,0,0,0,1,"","","","","","ATC","M","NA","NA"
"5303","Liu, Shijun","",0,1,0,0,0,0,"","CLOUD","","","","","M","NA","NA"
"5304","Liu, Tie-Yan","@microsoft.com",0,2,0,0,0,1,"","KDD,SIGIR","","","","SIGIR","M","NA","com"
"5305","Liu, Tongping","@utsa.edu",0,0,0,0,0,2,"","","","","","EuroSys,CCS","M","ed","edu"
"5306","Liu, Tony","",0,0,0,0,0,1,"","","","","","CLOUD","NA","NA","NA"
"5307","Liu, Wei","@ee.columbia.edu",0,0,0,0,0,2,"","","","","","SIGIR,SIGIR","NA","us","edu"
"5308","Liu, Weidong","",0,0,0,0,0,1,"","","","","","EuroPar","F","NA","NA"
"5309","Liu, Weifeng","@ntnu.no",0,0,0,0,0,2,"","","","","","SC,ASPLOS","NA","no","edu"
"5310","Liu, Weiguo","",0,0,0,0,0,3,"","","","","","IPDPS,IPDPS,Cluster","NA","NA","NA"
"5311","Liu, Xianhua","@mprc.pku.edu.cn",0,0,0,0,0,1,"","","","","","VEE","NA","us","edu"
"5312","Liu, Xiaohui","",0,0,0,0,0,1,"","","","","","ATC","M","NA","NA"
"5313","Liu, Xiaozhong","@indiana.edu",0,1,0,0,0,0,"","SIGIR","","","","","M","us","edu"
"5314","Liu, Xing","@intel.com",0,0,0,0,0,1,"","","","","","IPDPS","F","NA","com"
"5315","Liu, Xinyue","@wpi.edu",0,0,0,0,0,1,"","","","","","ICDM","F","us","edu"
"5316","Liu, Xu","@cs.wm.edu",0,1,0,0,0,5,"","ICPP","","","","ASPLOS,ASPLOS,ASPLOS,PPoPP,IPDPS","M","us","edu"
"5317","Liu, Xuanzhe","@pku.edu.cn",0,1,0,0,0,0,"","KDD","","","","","M","us","edu"
"5318","Liu, Xue","@cs.mcgill.ca",0,0,0,0,0,1,"","","","","","SOCC","NA","ca","edu"
"5319","Liu, Xumin","@cs.rit.edu",0,1,0,0,0,0,"","CLOUD","","","","","F","us","edu"
"5320","Liu, Xunyun","",0,0,0,0,0,1,"","","","","","ICPP","M","NA","NA"
"5321","Liu, Yanchi","@rutgers.edu",0,0,0,0,0,1,"","","","","","ICDM","M","us","edu"
"5322","Liu, Yang","@ntu.edu.sg",0,0,0,0,0,1,"","","","","","SP","NA","us","edu"
"5323","Liu, Yao","@cse.usf.edu",0,1,1,0,0,1,"","CCS","CCS","","","MobiCom","F","ed","edu"
"5324","Liu, Yiqun","",0,1,0,0,0,4,"","SIGIR","","","","SIGIR,SIGIR,SIGIR,SIGIR","M","NA","NA"
"5325","Liu, Yong","@i2r.a-star.edu.sg",0,0,0,0,0,1,"","","","","","CCGrid","M","us","edu"
"5326","Liu, Yongchao","@gatech.edu",0,1,0,0,0,2,"","IPDPS","","","","IPDPS,IPDPS","M","us","edu"
"5327","Liu, Yongpan","@tsinghua.edu.cn",0,0,0,0,0,1,"","","","","","MICRO","M","us","edu"
"5328","Liu, Yu David","@cs.binghamton.edu",0,0,0,0,0,1,"","","","","","PLDI","NA","us","edu"
"5329","Liu, Yu-Ping","@csie.ntu.edu.tw",0,0,0,0,0,1,"","","","","","PACT","NA","us","edu"
"5330","Liu, Yuanlai","",0,0,0,0,0,1,"","","","","","SC","NA","NA","NA"
"5331","Liu, Yunhao","@tsinghua.edu.cn",0,0,0,0,0,2,"","","","","","CoNEXT,NDSS","M","us","edu"
"5332","Liu, Yunxin","@microsoft.com",0,0,0,0,0,1,"","","","","","MobiCom","NA","NA","com"
"5333","Liu, Yutao","@sjtu.edu.cn",0,0,0,0,0,1,"","","","","","HPCA","M","us","edu"
"5334","Liu, Zemin","@zju.edu.cn",0,0,0,0,0,1,"","","","","","ICDM","NA","us","edu"
"5335","Liu, Zhen Hua","",0,0,0,0,0,1,"","","","","","CIDR","NA","NA","NA"
"5336","Liu, Zhengchun","@anl.gov",0,0,0,0,0,1,"","","","","","HPDC","NA","us","gov"
"5337","Liu, Zhenhong","",0,0,0,0,0,1,"","","","","","HPCA","NA","NA","NA"
"5338","Liu, Zhiyong","@ict.ac.cn",0,0,0,0,0,2,"","","","","","HPCA,IGSC","M","cn","edu"
"5339","Liu, Zhiyu","",0,0,0,0,0,1,"","","","","","SPAA","M","NA","NA"
"5340","Liu, Zhiyuan","@tsinghua.edu.cn",0,0,0,0,0,1,"","","","","","SIGIR","NA","us","edu"
"5341","Liu, Zhuoyue","",0,0,0,0,0,1,"","","","","","SOCC","NA","NA","NA"
"5342","Liu, Zhuyuan","",0,0,0,0,0,1,"","","","","","ISCA","M","NA","NA"
"5343","Liu, Zixia","",0,0,0,0,0,1,"","","","","","CLOUD","NA","NA","NA"
"5344","Liu, Ziyang","",0,1,0,0,0,0,"","SIGMOD","","","","","M","NA","NA"
"5345","Lively, Charles","@cse.tamu.edu",0,1,0,0,0,0,"","ICPP","","","","","M","us","edu"
"5346","Livingston, Kelly","",0,0,0,0,0,1,"","","","","","ISC","NA","NA","NA"
"5347","Livshits, Ben","@imperial.ac.uk",0,1,0,0,0,0,"","NDSS","","","","","M","uk","edu"
"5348","Livshits, Ester","",0,0,0,0,0,1,"","","","","","PODS","F","NA","NA"
"5349","Lladó, Catalina M.","",0,1,0,0,0,0,"","ICPE","","","","","F","NA","NA"
"5350","Llanos, Diego R.","@infor.uva.es",0,0,0,0,0,1,"","","","","","EuroPar","NA","es","edu"
"5351","Llort, Germán","",0,0,0,0,0,1,"","","","","","Cluster","NA","NA","NA"
"5352","Lloyd, Wes J.","@acm.org",0,1,0,0,0,0,"","CCGrid","","","","","M","NA","NA"
"5353","Lloyd, Wyatt","@cs.princeton.edu",0,1,1,0,0,3,"","NSDI","NSDI","","","NSDI,SOSP,ATC","M","us","edu"
"5354","Llull, Qiuyun","@duke.edu",0,0,0,0,0,1,"","","","","","HPCA","NA","us","edu"
"5355","Lo, David","@smu.edu.sg",0,1,0,0,0,1,"","KDD","","","","ICPE","M","us","edu"
"5356","Lo, David","@stanford.edu",0,1,0,0,0,0,"","MICRO","","","","","M","us","edu"
"5357","Loch, Adrian","@imdea.org",0,0,0,0,0,1,"","","","","","CoNEXT","NA","es","edu"
"5358","Lockwood, Glenn K.","@lbl.gov",0,0,0,0,0,1,"","","","","","Cluster","NA","us","gov"
"5359","Loechner, Vincent","@unistra.fr",0,0,0,0,0,1,"","","","","","HiPC","NA","fr","edu"
"5360","Lofgren, Peter","@cs.stanford.edu",0,1,0,0,0,0,"","KDD","","","","","M","us","edu"
"5361","Lofstead, Jay","@sandia.gov",0,4,1,1,0,1,"","CCGrid,HPDC,ISC,HPCC","HPDC","SC","","HPDC","M","us","gov"
"5362","Logan, Jeremy","@utk.edu",0,1,0,0,0,2,"","CCGrid","","","","Cluster,Cluster","M","ed","edu"
"5363","Loghin, Dumitrel","",0,0,0,0,0,1,"","","","","","ICPP","M","NA","NA"
"5364","Logozzo, Francesco","",0,1,1,0,0,0,"","PLDI","PLDI","","","","M","NA","NA"
"5365","Loguinov, Dmitri","@loguinov.com",0,0,0,0,0,3,"","","","","","CCS,ICDM,PODS","NA","NA","com"
"5366","Loh, Gabriel H.","@amd.com",0,1,0,0,0,4,"","HPCA","","","","SC,HPCA,ISCA,PACT","M","NA","com"
"5367","Loh, Lay Kuan","",0,0,0,0,0,1,"","","","","","SIGMOD","NA","NA","NA"
"5368","Lohman, Guy","@us.ibm.com",0,0,0,0,0,1,"","","","","","CIDR","M","us","com"
"5369","Lohmann, Daniel","@cs.fau.de",0,1,0,0,0,1,"","SYSTOR","","","","ATC","M","de","edu"
"5370","Lohrke, Heiko","",0,0,0,0,0,1,"","","","","","CCS","NA","NA","NA"
"5371","Lohrmann, Erich","",0,0,0,0,0,1,"","","","","","Cluster","NA","NA","NA"
"5372","Loiseau, Patrick","@eurecom.fr",0,1,0,0,0,0,"","ICPP","","","","","M","fr","edu"
"5373","Lokam, Satya","",0,0,0,0,0,1,"","","","","","NDSS","NA","NA","NA"
"5374","Lomet, David","",0,1,0,0,0,0,"","CIDR","","","","","M","NA","NA"
"5375","Long, Bo","@linkedin.com",0,1,0,0,0,0,"","KDD","","","","","M","us","com"
"5376","Long, Cheng","@qub.ac.uk",0,1,0,0,0,1,"","ICDM","","","","SIGMOD","M","uk","edu"
"5377","Long, Darrell D. E.","@ucsc.edu",0,0,0,0,0,1,"","","","","","SC","NA","ed","edu"
"5378","Long, Teng","@cs.umd.edu",0,1,0,0,0,0,"","IPDPS","","","","","M","ed","edu"
"5379","Long, Yun","@gatech.edu",0,0,0,0,0,1,"","","","","","ISCA","M","us","edu"
"5380","Longtin, Jon","@stonybrook.edu",0,0,0,0,0,1,"","","","","","MobiCom","F","us","edu"
"5381","Lonsdale, Guy","",0,0,0,1,0,0,"","","","SC","","","M","NA","NA"
"5382","Loo, Boon Thau","@cis.upenn.edu",0,1,1,0,0,6,"","NSDI","NSDI","","","EuroSys,NSDI,SIGCOMM,SIGMOD,CIDR,SOCC","M","ed","edu"
"5383","Lopes, André","",0,0,0,0,0,1,"","","","","","ISPASS","NA","NA","NA"
"5384","Lopes, Crista","@ics.uci.edu",0,0,0,0,0,1,"","","","","","OOPSLA","NA","ed","edu"
"5385","Lopes, Nuno P.","@ist.utl.pt",0,0,0,0,0,2,"","","","","","SOSP,PLDI","NA","pt","edu"
"5386","Lopes, Raquel","@computacao.ufcg.edu.br",0,0,0,0,0,1,"","","","","","CCGrid","F","ed","edu"
"5387","Lopez, Felipe Llinares","@bsse.ethz.ch",0,1,0,0,0,0,"","KDD","","","","","M","ch","edu"
"5388","Lopez, Graham","@ornl.gov",0,1,0,0,0,0,"","IPDPS","","","","","M","us","gov"
"5389","Lopez-Buedo, Sergio","@naudit.es",0,0,0,0,0,1,"","","","","","HPCC","NA","es","com"
"5390","Lopez-Ortiz, Alex","",0,1,0,0,0,0,"","IPDPS","","","","","M","NA","NA"
"5391","Lorch, Jacob R.","",0,3,2,0,0,1,"","NSDI,SP,SOSP","NSDI,SP","","","HotOS","M","NA","NA"
"5392","Loryś, Krzysztof","",0,0,0,0,0,1,"","","","","","IPDPS","NA","NA","NA"
"5393","Losa, Giuliano","@losa.fr",0,0,0,0,0,1,"","","","","","OOPSLA","NA","fr","gov"
"5394","Losada, Nuria","@udc.es",0,1,0,0,0,0,"","ICPP","","","","","NA","es","edu"
"5395","Lotfi-Kamran, Pejman","@ipm.ir",0,0,0,0,0,1,"","","","","","HPCA","NA","ir","gov"
"5396","Lotker, Zvi","@bgu.ac.il",0,0,0,0,0,1,"","","","","","KDD","NA","il","edu"
"5397","Lotrich, Victor F.","",0,0,0,0,0,1,"","","","","","IPDPS","M","NA","NA"
"5398","Lou, Yin","@cs.cornell.edu",0,1,0,0,0,0,"","KDD","","","","","M","us","edu"
"5399","Loukides, Grigorios","@kcl.ac.uk",0,1,0,0,0,0,"","ICDM","","","","","M","uk","edu"
"5400","Loureiro, Antonio García","",0,0,1,0,0,0,"","","EuroPar","","","","M","NA","NA"
"5401","Louri, Ahmed","",0,1,0,0,0,0,"","HotI","","","","","M","NA","NA"
"5402","Lowenthal, David","@cs.arizona.edu",0,1,0,0,0,0,"","ISPASS","","","","","M","us","edu"
"5403","Lozi, Jean-Pierre","@unice.fr",0,2,0,0,0,1,"","EuroSys,ATC","","","","HotOS","M","fr","edu"
"5404","Ltaief, Hatem","@kaust.edu.sa",0,7,0,0,0,1,"","HCW,SC,ICPP,CCGrid,IPDPS,Cluster,HiPC","","","","ISC","M","us","edu"
"5405","Lu, Chang-Tien","@vt.edu",0,2,0,0,0,1,"","KDD,ICDM","","","","ICDM","M","us","edu"
"5406","Lu, Chun-Ta","@uic.edu",0,0,0,0,0,1,"","","","","","KDD","NA","ed","edu"
"5407","Lu, Guohan","@microsoft.com",0,0,0,0,0,1,"","","","","","SOSP","M","NA","com"
"5408","Lu, Haokai","@cse.tamu.edu",0,0,0,0,0,1,"","","","","","SIGIR","M","us","edu"
"5409","Lu, Jiaheng","@helsinki.fi",0,0,0,0,0,1,"","","","","","SIGMOD","NA","fi","edu"
"5410","Lu, Jiahui","",0,0,0,0,0,1,"","","","","","SP","M","NA","NA"
"5411","Lu, Jian","",0,0,0,0,0,1,"","","","","","KDD","NA","NA","NA"
"5412","Lu, Jie","",0,0,0,0,0,1,"","","","","","HPCC","NA","NA","NA"
"5413","Lu, Kai","",0,0,0,0,0,1,"","","","","","VEE","NA","NA","NA"
"5414","Lu, Kangjie","@gatech.edu",0,0,0,0,0,2,"","","","","","NDSS,ATC","M","us","edu"
"5415","Lu, Lanyue","@cs.wisc.edu",0,0,0,0,0,1,"","","","","","FAST","NA","us","edu"
"5416","Lu, Lei","@vmware.com",0,2,0,0,0,0,"","ICPE,CLOUD","","","","","M","NA","com"
"5417","Lu, Long","@cs.stonybrook.edu",0,1,0,0,0,1,"","NDSS","","","","SP","M","us","edu"
"5418","Lu, Ping","",0,0,0,0,0,1,"","","","","","PODS","NA","NA","NA"
"5419","Lu, Shan","@uchicago.edu",0,3,2,0,0,1,"","SOSP,PLDI,ASPLOS","SOSP,ASPLOS","","","ASPLOS","F","ed","edu"
"5420","Lu, Shengshuo","",0,0,0,0,0,1,"","","","","","ISCA","NA","NA","NA"
"5421","Lu, Shih-Lien","@oregonstate.edu",0,2,0,0,0,0,"","HPCA,ISCA","","","","","M","us","edu"
"5422","Lu, Shiyong","@wayne.edu",0,1,0,0,0,0,"","CLOUD","","","","","M","us","edu"
"5423","Lu, Songwu","@cs.ucla.edu",0,1,0,0,0,1,"","MobiCom","","","","MobiCom","M","ed","edu"
"5424","Lu, Tao","@njit.edu",0,0,0,0,0,3,"","","","","","MASCOTS,HotStorage,Cluster","NA","us","edu"
"5425","Lu, Wen-Jie","",0,0,0,0,0,1,"","","","","","NDSS","NA","NA","NA"
"5426","Lu, Wenyan","",0,0,0,0,0,1,"","","","","","HPCA","NA","NA","NA"
"5427","Lu, Xiang","",0,0,0,0,0,1,"","","","","","MobiCom","M","NA","NA"
"5428","Lu, Xiaolu","@rmit.edu.au",0,0,0,0,0,1,"","","","","","SIGIR","NA","us","edu"
"5429","Lu, Xiaoyi","@cse.ohio-state.edu",0,1,0,0,0,9,"","HPCC","","","","SC,ICPP,CCGrid,HotI,IPDPS,Cluster,VEE,HiPC,HiPC","M","us","edu"
"5430","Lu, Yao","@anu.edu.au",0,0,0,0,0,1,"","","","","","CCS","NA","us","edu"
"5431","Lu, Yi","@illinois.edu",0,1,0,0,0,0,"","SIGMETRICS","","","","","M","us","edu"
"5432","Lu, Ying","",0,2,0,0,0,0,"","ICPP,ICAC","","","","","F","NA","NA"
"5433","Lu, Youyou","@mails.tsinghua.edu.cn",0,0,0,0,0,2,"","","","","","SC,ATC","NA","us","edu"
"5434","Lu, Yuanwei","@mail.ustc.edu.cn",0,0,0,0,0,1,"","","","","","SOSP","NA","ed","edu"
"5435","Lu, Yutong","",0,0,0,0,0,1,"","","","","","IPDPS","NA","NA","NA"
"5436","Lu, Zhonghua","",0,0,0,0,0,1,"","","","","","HPCC","NA","NA","NA"
"5437","Lu, Zhuo","@usf.edu",0,0,0,0,0,1,"","","","","","MobiCom","NA","ed","edu"
"5438","Luan, Zhongzhi","",0,0,0,0,0,1,"","","","","","ISCA","NA","NA","NA"
"5439","Luca, Stijn","@kuleuven.be",0,1,0,0,0,0,"","ICDM","","","","","M","be","edu"
"5440","Lucarelli, Giorgio","@inria.fr",0,2,0,0,0,2,"","ICPP,EuroPar","","","","CCGrid,EuroPar","M","fr","edu"
"5441","Lucas, Jan","@tu-berlin.de",0,0,0,0,0,1,"","","","","","IPDPS","M","de","edu"
"5442","Lucchese, Claudio","@isti.cnr.it",0,1,0,0,0,0,"","SIGIR","","","","","M","it","gov"
"5443","Lucey, Patrick","@qut.edu.au",0,1,0,0,0,0,"","KDD","","","","","M","us","edu"
"5444","Luchangco, Victor","",0,0,0,0,0,1,"","","","","","SPAA","M","NA","NA"
"5445","Lucia, Brandon","@ece.cmu.edu",0,2,0,0,0,1,"","MICRO,ISCA","","","","OOPSLA","M","us","edu"
"5446","Lucke, Kyle","",0,0,0,0,0,1,"","","","","","ISCA","NA","NA","NA"
"5447","Luckie, Matthew","@luckie.org.nz",0,0,0,0,0,1,"","","","","","SIGCOMM","NA","nz","edu"
"5448","Lucks, Stefan","",0,0,0,0,0,1,"","","","","","NDSS","NA","NA","NA"
"5449","Ludwig, Jens","@uchicago.edu",0,0,0,0,0,1,"","","","","","KDD","NA","ed","edu"
"5450","Ludwig, Simone","",0,1,0,0,0,0,"","ICDM","","","","","F","NA","NA"
"5451","Ludwig, Thomas","@org.dkrz.de",0,0,1,0,0,1,"","","ISC","","","Cluster","M","de","gov"
"5452","Lugato, David","",0,0,0,0,0,1,"","","","","","OOPSLA","NA","NA","NA"
"5453","Lugones, Diego","@rince.ie",0,0,0,0,0,2,"","","","","","Middleware,SOCC","NA","ie","edu"
"5454","Luhunu, Lechanceux","",0,0,0,0,0,1,"","","","","","SLE","NA","NA","NA"
"5455","Lui, John C. S.","@cse.cuhk.edu.hk",0,2,0,0,0,3,"","MASCOTS,SIGMETRICS","","","","ATC,ATC,ICDM","M","us","edu"
"5456","Luitjens, Justin","",0,1,0,0,0,0,"","SC","","","","","M","NA","NA"
"5457","Luizelli, Marcelo Caggiani","@inf.ufrgs.br",0,0,0,0,0,1,"","","","","","SIGCOMM","NA","br","edu"
"5458","Luján, Mikel","@manchester.ac.uk",0,0,0,0,0,8,"","","","","","IISWC,ISPASS,HPCA,PLDI,HotI,VEE,VEE,VEE","NA","uk","edu"
"5459","Lukefahr, Andrew","@indiana.edu",0,0,0,0,0,2,"","","","","","MICRO,ISCA","NA","us","edu"
"5460","Lukman, Jeffrey F.","@cs.uchicago.edu",0,0,0,0,0,2,"","","","","","ASPLOS,HotOS","NA","ed","edu"
"5461","Lumezanu, Cristian","@cs.umd.edu",0,0,0,0,0,1,"","","","","","SOCC","NA","ed","edu"
"5462","Lumpe, Markus","",0,0,0,0,0,1,"","","","","","CCGrid","NA","NA","NA"
"5463","Lumsdaine, Andrew","@uw.edu",0,2,0,0,0,2,"","IPDPS,PACT","","","","EuroPar,HiPC","M","ed","edu"
"5464","Lunardi, Caio","",0,0,0,0,0,1,"","","","","","HPCA","F","NA","NA"
"5465","Lundin, Alan","",0,0,0,0,0,1,"","","","","","ISCA","NA","NA","NA"
"5466","Lunteren, Jan Van","",0,0,0,0,0,1,"","","","","","MICRO","M","NA","NA"
"5467","Luo, Cheng","@tsinghua.edu.cn",0,0,0,0,0,1,"","","","","","SIGIR","M","us","edu"
"5468","Luo, Feng","@clemson.edu",0,0,0,0,0,1,"","","","","","CCGrid","NA","us","edu"
"5469","Luo, Haizhao","",0,0,0,0,0,1,"","","","","","HPCC","NA","NA","NA"
"5470","Luo, Hao","@cs.rochester.edu",0,0,0,0,0,1,"","","","","","PPoPP","NA","us","edu"
"5471","Luo, Jiebo","@cs.rochester.edu",0,1,0,0,0,0,"","KDD","","","","","M","us","edu"
"5472","Luo, Jun","@ntu.edu.sg",0,0,0,0,0,1,"","","","","","MobiCom","NA","us","edu"
"5473","Luo, Liang","",0,0,0,0,0,1,"","","","","","ASPLOS","NA","NA","NA"
"5474","Luo, Meng","",0,0,0,0,0,1,"","","","","","CCS","NA","NA","NA"
"5475","Luo, Mulong","@cs.ucsd.edu",0,0,0,0,0,1,"","","","","","CLOUD","NA","ed","edu"
"5476","Luo, Ping","@ict.ac.cn",0,2,0,0,0,0,"","KDD,SIGIR","","","","","M","cn","edu"
"5477","Luo, Shangyu","@rice.edu",0,0,0,0,0,2,"","","","","","SIGMOD,CIDR","M","us","edu"
"5478","Luo, Tingjin","@nudt.edu.cn",0,0,0,0,0,1,"","","","","","KDD","M","us","edu"
"5479","Luo, Xiaoqing","",0,0,0,0,0,1,"","","","","","IPDPS","NA","NA","NA"
"5480","Luo, Ye","@anl.gov",0,0,0,0,0,2,"","","","","","SC,IPDPS","NA","us","gov"
"5481","Luo, Yu","@mail.utoronto.ca",0,0,0,0,0,2,"","","","","","SOSP,HotOS","M","ca","edu"
"5482","Luo, Zhengping","@mail.usf.edu",0,0,0,0,0,1,"","","","","","MobiCom","NA","ed","edu"
"5483","Luo, Zhihong","",0,0,0,0,0,1,"","","","","","MobiCom","M","NA","NA"
"5484","Lupo, Chris","@calpoly.edu",0,0,0,0,0,1,"","","","","","ICPE","NA","us","edu"
"5485","Lupu, Costin","",0,0,0,0,0,1,"","","","","","SOSP","NA","NA","NA"
"5486","Lupu, Mihai","@ifs.tuwien.ac.at",0,1,0,0,0,0,"","SIGIR","","","","","F","at","edu"
"5487","Luque, Emilio","@uab.es",0,0,1,0,0,1,"","","EuroPar","","","EuroPar","M","es","edu"
