"","name","gs_email","as_pc_chair","as_pc","as_session_chair","as_panelist","as_keynote_speaker","as_author","pc_chairs","pcs","session_chairs","panels","keynotes","papers","gender","country","sector"
"4975","Li, Cheng-Te","",0,2,0,0,0,0,"","KDD,SIGIR","","","","","M","NA","NA"
"4976","Li, Chengkai","@uta.edu",0,1,0,0,0,0,"","KDD","","","","","M","ed","edu"
"4977","Li, Chenliang","@whu.edu.cn",0,1,0,0,0,0,"","SIGIR","","","","","M","us","edu"
"4978","Li, Chongrong","",0,0,0,0,0,1,"","","","","","MASCOTS","M","NA","NA"
"4979","Li, Conglong","@cs.cmu.edu",0,0,0,0,0,1,"","","","","","SOCC","NA","us","edu"
"4980","Li, Dong","@ucmerced.edu",0,3,1,0,0,3,"","IPDPS,Cluster,HPCC","Cluster","","","SC,Cluster,Cluster","M","ed","edu"
"4981","Li, Dongsheng","@nudt.edu.cn",0,0,0,0,0,1,"","","","","","ATC","M","us","edu"
"4982","Li, Dongwei","",0,0,0,0,0,1,"","","","","","CLOUD","M","NA","NA"
"4983","Li, Fangfan","@husky.neu.edu",0,0,0,0,0,1,"","","","","","IMC","F","us","edu"
"4984","Li, Feifei","@cs.utah.edu",0,1,0,0,0,1,"","SIGMOD","","","","CCS","F","ed","edu"
"4985","Li, Fengan","",0,0,0,0,0,1,"","","","","","SIGMOD","M","NA","NA"
"4986","Li, Frank","@berkeley.edu",0,0,0,0,0,5,"","","","","","EuroSys,CCS,CCS,SP,IMC","M","us","edu"
"4987","Li, Fuliang","",0,0,0,0,0,1,"","","","","","CLOUD","M","NA","NA"
"4988","Li, Guangpu","@ouhsc.edu",0,0,0,0,0,1,"","","","","","ASPLOS","M","us","edu"
"4989","Li, Guanpeng","@ece.ubc.ca",0,0,0,0,0,1,"","","","","","SC","M","ca","edu"
"4990","Li, Guo","",0,0,0,0,0,1,"","","","","","SP","NA","NA","NA"
"4991","Li, Guoliang","@tsinghua.edu.cn",0,1,1,0,0,1,"","SIGMOD","SIGMOD","","","SIGMOD","M","us","edu"
"4992","Li, Hai","",0,0,0,0,0,1,"","","","","","HPCA","NA","NA","NA"
"4993","Li, Hang","@huawei.com",1,0,0,0,0,0,"SIGIR","","","","","","M","NA","com"
"4994","Li, Hangyu","",0,0,0,0,0,1,"","","","","","HotCloud","M","NA","NA"
"4995","Li, Harry Huan","",0,0,0,0,0,1,"","","","","","SYSTOR","NA","NA","NA"
"4996","Li, Hongbo","@ucr.edu",0,0,0,0,0,2,"","","","","","SC,SC","NA","ed","edu"
"4997","Li, Hongda","@clemson.edu",0,0,0,0,0,1,"","","","","","NDSS","F","us","edu"
"4998","Li, Hongliang","",0,0,0,0,0,1,"","","","","","Cluster","NA","NA","NA"
"4999","Li, Huaicheng","@cs.uchicago.edu",0,0,0,0,0,2,"","","","","","SOSP,FAST","NA","ed","edu"
"5000","Li, Huang","",0,0,0,0,0,1,"","","","","","SLE","NA","NA","NA"
"5001","Li, Huayu","@uncc.edu",0,0,0,0,0,1,"","","","","","KDD","M","ed","edu"
"5002","Li, Hui","@cs.hku.hk",0,0,0,0,0,1,"","","","","","SIGMOD","M","hk","edu"
"5003","Li, Hui","@mail.xidian.edu.cn",0,1,0,0,0,0,"","ICDM","","","","","M","us","edu"
"5004","Li, Hui","",0,0,0,0,0,1,"","","","","","HPCC","M","NA","NA"
"5005","Li, Huiba","MISSING",0,0,0,0,0,1,"","","","","","ATC","M","NA","NA"
"5006","Li, Jason","",0,0,0,0,0,1,"","","","","","SPAA","NA","NA","NA"
"5007","Li, Jerry","@mit.edu",0,0,0,0,0,1,"","","","","","PODC","NA","us","edu"
"5008","Li, Ji","@usc.edu",0,0,0,0,0,1,"","","","","","ASPLOS","M","ed","edu"
"5009","Li, Jiajia","@gatech.edu",0,0,0,0,0,2,"","","","","","PPoPP,IPDPS","M","us","edu"
"5010","Li, Jiajun","MISSING",0,0,0,0,0,1,"","","","","","HPCA","M","NA","NA"
"5011","Li, Jialin","",0,0,0,0,0,1,"","","","","","SOSP","M","NA","NA"
"5012","Li, Jian","@tsinghua.edu.cn",0,0,0,0,0,1,"","","","","","SIGMOD","M","us","edu"
"5013","Li, Jian","",0,0,0,0,0,2,"","","","","","ICPP,SOCC","M","NA","NA"
"5014","Li, Jianboi","@alumni.rutgers.edu",0,0,0,0,0,1,"","","","","","ICDM","M","us","edu"
"5015","Li, Jianda","",0,0,0,0,0,1,"","","","","","KDD","M","NA","NA"
"5016","Li, Jiang","",0,0,0,0,0,1,"","","","","","ICDM","M","NA","NA"
"5017","Li, Jianjun","",0,0,0,0,0,1,"","","","","","VEE","M","NA","NA"
"5018","Li, Jianping","",0,0,0,0,0,2,"","","","","","Cluster,Cluster","M","NA","NA"
"5019","Li, Jianxin","@act.buaa.edu.cn",0,1,0,0,0,0,"","SIGMOD","","","","","M","us","edu"
"5020","Li, Jiaxin","",0,0,0,0,0,1,"","","","","","ASPLOS","M","NA","NA"
"5021","Li, Jie","",0,0,0,0,0,1,"","","","","","ICPP","M","NA","NA"
"5022","Li, Jin","@microsoft.com",0,0,0,0,0,1,"","","","","","ATC","M","NA","com"
"5023","Li, Jinfeng","@cse.cuhk.edu.hk",0,0,0,0,0,1,"","","","","","SIGIR","NA","us","edu"
"5024","Li, Jing","",0,0,0,0,0,1,"","","","","","MICRO","M","NA","NA"
"5025","Li, Jinming","",0,0,0,0,0,1,"","","","","","NDSS","M","NA","NA"
"5026","Li, Jinyang","",0,0,0,0,0,1,"","","","","","MICRO","M","NA","NA"
"5027","Li, Jinyang","@cs.nyu.edu",0,0,0,0,0,1,"","","","","","ATC","M","us","edu"
"5028","Li, Jiuyong","@unisa.edu.au",0,1,0,0,0,0,"","KDD","","","","","M","ed","edu"
"5029","Li, Juan","",0,0,0,0,0,1,"","","","","","HPCC","M","NA","NA"
"5030","Li, Juanru","@sjtu.edu.cn",0,0,0,0,0,1,"","","","","","NDSS","M","us","edu"
"5031","Li, Junnan","MISSING",0,0,0,0,0,1,"","","","","","HPCC","M","NA","NA"
"5032","Li, Justin D.","",0,0,0,0,0,1,"","","","","","IPDPS","M","NA","NA"
"5033","Li, Kai","@eecs.ucf.edu",0,1,0,0,0,0,"","KDD","","","","","M","ed","edu"
"5034","Li, Kai","@cs.princeton.edu",0,0,0,0,0,1,"","","","","","ATC","M","us","edu"
"5035","Li, Kaiwei","@mails.tsinghua.edu.cn",0,0,0,0,0,1,"","","","","","ASPLOS","NA","us","edu"
"5036","Li, Kang","@cs.uga.edu",0,1,0,0,0,0,"","CLOUD","","","","","M","ed","edu"
"5037","Li, Kedan","",0,0,0,0,0,1,"","","","","","HPCC","NA","NA","NA"
"5038","Li, Kejiao","",0,0,0,0,0,1,"","","","","","HPCC","NA","NA","NA"
"5039","Li, Lei","@hfut.edu.cn",0,0,1,0,0,1,"","","KDD","","","ICDM","M","us","edu"
"5040","Li, Leisheng","",0,0,0,0,0,1,"","","","","","ICPP","NA","NA","NA"
"5041","Li, Li","@osu.edu",0,0,0,0,0,2,"","","","","","IGSC,IGSC","F","us","edu"
"5042","Li, Li Erran","@cs.columbia.edu",0,0,0,0,0,1,"","","","","","MobiCom","NA","us","edu"
"5043","Li, Liangda","@gatech.edu",0,1,0,0,0,0,"","SIGIR","","","","","M","us","edu"
"5044","Li, Liangyue","@asu.edu",0,0,0,0,0,1,"","","","","","KDD","NA","us","edu"
"5045","Li, Lingda","@bnl.gov",0,0,0,0,0,2,"","","","","","ATC,SIGMETRICS","F","us","gov"
"5046","Li, Long","",0,0,0,0,0,2,"","","","","","HPCC,HPCC","NA","NA","NA"
"5047","Li, Luyu","",0,0,0,0,0,1,"","","","","","ICPP","F","NA","NA"
"5048","Li, Mao-Lin","",0,0,0,0,0,1,"","","","","","SIGIR","NA","NA","NA"
"5049","Li, Mengyuan","",0,0,0,0,0,1,"","","","","","CCS","NA","NA","NA"
"5050","Li, Min","@cn.ibm.com",0,0,0,0,0,1,"","","","","","MASCOTS","NA","cn","com"
"5051","Li, Mingda","@g.ucla.edu",0,0,0,0,0,1,"","","","","","SOCC","F","ed","edu"
"5052","Li, Mingshu","",0,0,0,0,0,1,"","","","","","CCGrid","NA","NA","NA"
"5053","Li, Mingzhe","@cse.ohio-state.edu",0,0,0,0,0,1,"","","","","","HiPC","NA","us","edu"
"5054","Li, Minming","",0,1,0,0,0,1,"","ICPP","","","","SPAA","M","NA","NA"
"5055","Li, Mo","@ntu.edu.sg",0,1,0,0,0,0,"","MobiCom","","","","","M","us","edu"
"5056","Li, Na","@seas.harvard.edu",0,0,0,0,0,1,"","","","","","HPCA","M","us","edu"
"5057","Li, Ninghui","@cs.purdue.edu",0,0,0,0,0,1,"","","","","","SP","NA","us","edu"
"5058","Li, Peipei","",0,1,0,0,0,0,"","ICDM","","","","","F","NA","NA"
"5059","Li, Pengcheng","@cs.rochester.edu",0,0,0,0,0,1,"","","","","","IPDPS","NA","us","edu"
"5060","Li, Piji","@se.cuhk.edu.hk",0,0,0,0,0,1,"","","","","","SIGIR","M","us","edu"
"5061","Li, Ping","",0,1,0,0,0,1,"","ICDM","","","","KDD","M","NA","NA"
"5062","Li, Qi","",0,0,0,0,0,1,"","","","","","CCS","NA","NA","NA"
"5063","Li, Qiang","",0,0,0,0,0,1,"","","","","","Cluster","NA","NA","NA"
"5064","Li, Renchuan","",0,0,0,0,0,1,"","","","","","EuroPar","NA","NA","NA"
"5065","Li, Richard","@cs.utah.edu",0,0,0,0,0,1,"","","","","","CoNEXT","NA","ed","edu"
"5066","Li, Rui","@google.com",0,1,0,0,0,0,"","SIGIR","","","","","M","NA","com"
"5067","Li, Runhui","@cse.cuhk.edu.hk",0,0,0,0,0,2,"","","","","","SIGCOMM,ATC","NA","us","edu"
"5068","Li, Shaomeng","@ucar.edu",0,0,0,0,0,1,"","","","","","Cluster","NA","ed","edu"
"5069","Li, Sheng","@intel.com",0,1,0,0,0,1,"","HiPC","","","","IISWC","M","NA","com"
"5070","Li, Shigang","@ict.ac.cn",0,2,0,0,0,0,"","ICPP,IPDPS","","","","","M","cn","edu"
"5071","Li, Shih-Wei","",0,0,0,0,0,2,"","","","","","SOSP,ATC","M","NA","NA"
"5072","Li, Shuai","@ucl.ac.uk",0,2,0,0,0,0,"","KDD,ICDM","","","","","M","ac","edu"
"5073","Li, Shuangchen","@ece.ucsb.edu",0,0,0,0,0,1,"","","","","","MICRO","M","ed","edu"
"5074","Li, Shupan","",0,0,0,0,0,1,"","","","","","HPCC","M","NA","NA"
"5075","Li, Sihuan","",0,0,0,0,0,2,"","","","","","SC,PPoPP","F","NA","NA"
"5076","Li, Siyang","",0,0,0,0,0,1,"","","","","","SC","M","NA","NA"
"5077","Li, Song","@lehigh.edu",0,0,0,0,0,1,"","","","","","CCS","M","us","edu"
"5078","Li, Song","",0,0,0,0,0,1,"","","","","","NDSS","M","NA","NA"
"5079","Li, Tao","",0,3,0,0,0,6,"","HPCA,ISCA,IPDPS","","","","ISPASS,SC,ICPP,HPCA,ATC,ASPLOS","M","NA","NA"
"5080","Li, Tongxin","@pku.edu.cn",0,0,0,0,0,1,"","","","","","CCS","M","us","edu"
"5081","Li, Wei","",0,0,0,0,0,3,"","","","","","NSDI,SIGMOD,HPCC","M","NA","NA"
"5082","Li, Weichao","@comp.polyu.edu.hk",0,0,0,0,0,1,"","","","","","ATC","M","us","edu"
"5083","Li, Weigang","",0,0,0,0,0,1,"","","","","","SOCC","M","NA","NA"
"5084","Li, X. Sherry","@lbl.gov",0,1,0,0,0,0,"","SC","","","","","F","us","gov"
"5085","Li, Xi","",0,0,0,0,0,1,"","","","","","SC","M","NA","NA"
"5086","Li, Xi","@ustc.edu.cn",0,0,0,0,0,1,"","","","","","HPCC","M","ed","edu"
"5087","Li, Xia","",0,0,0,0,0,1,"","","","","","OOPSLA","F","NA","NA"
"5088","Li, Xiang","",0,0,0,0,0,1,"","","","","","Cluster","M","NA","NA"
"5089","Li, Xiangqi","",0,0,0,0,0,1,"","","","","","SLE","F","NA","NA"
"5090","Li, Xiangyang","",0,0,0,0,0,1,"","","","","","NDSS","M","NA","NA"
"5091","Li, Xiaoguang","@ustc.edu.cn",0,0,0,0,0,1,"","","","","","MobiCom","NA","ed","edu"
"5092","Li, Xiaoli","",0,0,0,0,0,1,"","","","","","KDD","M","NA","NA"
"5093","Li, Xiaolu","",0,0,0,0,0,1,"","","","","","ATC","M","NA","NA"
"5094","Li, Xiaopeng","@connect.ust.hk",0,0,0,0,0,1,"","","","","","KDD","NA","hk","edu"
"5095","Li, Xiaosheng","",0,0,0,0,0,1,"","","","","","ICDM","F","NA","NA"
"5096","Li, Xiaowei","@ict.ac.cn",0,0,0,0,0,1,"","","","","","HPCA","M","cn","edu"
"5097","Li, Xiaoye","@lbl.gov",0,0,0,0,0,1,"","","","","","SIGMETRICS","NA","us","gov"
"5098","Li, Xiaoye Sherry","@lbl.gov",0,1,0,0,0,1,"","IPDPS","","","","IPDPS","F","us","gov"
"5099","Li, Xiaoyu","",0,0,0,0,0,2,"","","","","","ICDM,ICDM","M","NA","NA"
"5100","Li, Xiaozhou","@barefootnetworks.com",0,0,0,0,0,1,"","","","","","SOSP","NA","NA","com"
"5101","Li, Xin","@mails.tsinghua.edu.cn",0,0,0,0,0,1,"","","","","","SIGIR","M","us","edu"
"5102","Li, Xin","",0,0,0,0,0,2,"","","","","","HPCC,HPCC","M","NA","NA"
"5103","Li, Xu","",0,0,0,0,0,1,"","","","","","HPCC","M","NA","NA"
"5104","Li, Xueqi","@ucdavis.edu",0,0,0,0,0,1,"","","","","","HPCC","M","ed","edu"
"5105","Li, Xuqing","",0,0,0,0,0,1,"","","","","","MICRO","M","NA","NA"
"5106","Li, Yahui","",0,0,0,0,0,1,"","","","","","MASCOTS","NA","NA","NA"
"5107","Li, Yaliang","@baidu.com",0,1,0,0,0,2,"","ICDM","","","","KDD,ICDM","M","NA","com"
"5108","Li, Yan","",0,0,0,0,0,1,"","","","","","SIGMOD","M","NA","NA"
"5109","Li, Yan","@ucsc.edu",0,0,0,0,0,1,"","","","","","SC","M","ed","edu"
"5110","Li, Yan","@umich.edu",0,1,0,0,0,1,"","ICDM","","","","ICDM","M","ed","edu"
"5111","Li, Yanen","@illinois.edu",0,1,0,0,0,0,"","KDD","","","","","M","us","edu"
"5112","Li, Yang","",0,1,0,0,0,1,"","SIGMOD","","","","HPCC","M","NA","NA"
"5113","Li, Yang","@andrew.cmu.edu",0,0,0,0,0,1,"","","","","","Cluster","M","us","edu"
"5114","Li, Yanhua","@wpi.edu",0,2,0,0,0,0,"","ICDM,SIGMETRICS","","","","","M","us","edu"
"5115","Li, Yi","@umich.edu",0,0,0,0,0,1,"","","","","","SPAA","M","ed","edu"
"5116","Li, Yin","",0,0,0,0,0,1,"","","","","","FAST","M","NA","NA"
"5117","Li, Yinan","@cs.wisc.edu",0,1,0,0,0,0,"","SIGMOD","","","","","M","us","edu"
"5118","Li, Yiwen","",0,0,0,0,0,1,"","","","","","ATC","M","NA","NA"
"5119","Li, Yong","",0,0,0,0,0,1,"","","","","","CCS","NA","NA","NA"
"5120","Li, Yong","@tsinghua.edu.cn",0,0,0,0,0,1,"","","","","","SIGIR","M","us","edu"
"5121","Li, Yongkun","",0,0,0,0,0,2,"","","","","","ICPP,ATC","M","NA","NA"
"5122","Li, Youhuizi","",0,0,0,0,0,1,"","","","","","IGSC","M","NA","NA"
"5123","Li, Yuanbing","",0,0,0,0,0,1,"","","","","","SIGMOD","M","NA","NA"
"5124","Li, Yuanjie","@cs.ucla.edu",0,0,0,0,0,2,"","","","","","MobiCom,MobiCom","F","ed","edu"
"5125","Li, Yuchen","@comp.nus.edu.sg",0,0,0,0,0,1,"","","","","","SIGMOD","F","us","edu"
"5126","Li, Yue","@cs.au.dk",0,0,0,0,0,1,"","","","","","PLDI","M","dk","edu"
"5127","Li, Yunbo","",0,0,0,0,0,1,"","","","","","CCGrid","F","NA","NA"
"5128","Li, Yunchun","@email.arizona.edu",0,0,0,0,0,1,"","","","","","HPCC","M","us","edu"
"5129","Li, Zengxiang","",0,0,0,0,0,1,"","","","","","CCGrid","NA","NA","NA"
"5130","Li, Zhaoshi","",0,0,0,0,0,1,"","","","","","ISCA","NA","NA","NA"
"5131","Li, Zhe","@syr.edu",0,0,0,0,0,2,"","","","","","MICRO,ASPLOS","NA","us","edu"
"5132","Li, Zhen","",0,0,0,0,0,1,"","","","","","NSDI","NA","NA","NA"
"5133","Li, Zhenguo","",0,0,0,0,0,1,"","","","","","KDD","M","NA","NA"
"5134","Li, Zhenhua","@tsinghua.edu.cn",0,0,0,0,0,2,"","","","","","HotStorage,NDSS","F","us","edu"
"5135","Li, Zhenhua","",0,0,0,0,0,2,"","","","","","HotI,IPDPS","M","NA","NA"
"5136","Li, Zhenhui","@ist.psu.edu",0,1,0,0,0,0,"","KDD","","","","","F","us","edu"
"5137","Li, Zhichun","",0,1,0,0,0,0,"","CCS","","","","","M","NA","NA"
"5138","Li, Zhijun","",0,0,0,0,0,1,"","","","","","MobiCom","NA","NA","NA"
"5139","Li, Zhipeng","",0,0,0,0,0,1,"","","","","","ICPP","NA","NA","NA"
"5140","Li, Zhiwei","",0,0,0,0,0,1,"","","","","","MobiCom","NA","NA","NA"
"5141","Li, Zhongmin","",0,0,0,0,0,1,"","","","","","CoNEXT","NA","NA","NA"
"5142","Li, Zhou","@rsa.com",0,1,0,0,0,2,"","CCS","","","","CCS,SP","M","NA","com"
"5143","Li, Zhoujun","",0,0,0,0,0,1,"","","","","","CCS","NA","NA","NA"
"5144","Li, Zongpeng","@ucalgary.ca",0,1,0,0,0,2,"","MASCOTS","","","","ATC,SIGMETRICS","M","ca","edu"
"5145","Lia, Qiuyu","",0,0,0,0,0,1,"","","","","","ATC","NA","NA","NA"
"5146","Liagouris, John","@inf.ethz.ch",0,0,0,0,0,1,"","","","","","EuroSys","NA","ch","edu"
"5147","Lian, Defu","@uestc.edu.cn",0,0,0,0,0,1,"","","","","","KDD","NA","ed","edu"
"5148","Lian, Wilson","@cs.ucsd.edu",0,0,0,0,0,1,"","","","","","NDSS","NA","ed","edu"
"5149","Lian, Xiang","@kent.edu",0,0,0,0,0,1,"","","","","","SIGMOD","NA","us","edu"
"5150","Liang, Bin","",0,0,0,0,0,1,"","","","","","CCS","M","NA","NA"
"5151","Liang, Chuen","",0,0,0,0,0,1,"","","","","","SOSP","NA","NA","NA"
"5152","Liang, Hao","",0,0,0,0,0,1,"","","","","","HPCC","NA","NA","NA"
"5153","Liang, Jiye","",0,0,0,0,0,1,"","","","","","ICDM","NA","NA","NA"
"5154","Liang, Percy","@cs.stanford.edu",0,0,0,0,0,1,"","","","","","PLDI","NA","us","edu"
"5155","Liang, Qianlin","",0,0,0,0,0,2,"","","","","","EuroSys,ICPE","F","NA","NA"
"5156","Liang, Qingkai","@mit.edu",0,0,0,0,0,1,"","","","","","MASCOTS","NA","us","edu"
"5157","Liang, Shangsong","@ucl.ac.uk",0,1,0,0,0,0,"","SIGIR","","","","","M","ac","edu"
"5158","Liang, Xiaodan","@mail2.sysu.edu.cn",0,0,0,0,0,1,"","","","","","ATC","F","us","edu"
"5159","Liang, Xiaoyao","@eecs.harvard.edu",0,1,0,0,0,0,"","ISCA","","","","","M","us","edu"
"5160","Liang, Xin","@ucr.edu",0,0,0,0,0,2,"","","","","","SC,PPoPP","NA","ed","edu"
"5161","Liang, Xueping","@iie.ac.cn",0,0,0,0,0,2,"","","","","","CCGrid,CCGrid","NA","cn","edu"
"5162","Liang, Yun","@pku.edu.cn",0,1,1,0,0,1,"","HiPC","ASPLOS","","","HPDC","M","us","edu"
"5163","Liang, Zhenkai","@comp.nus.edu.sg",0,1,0,0,0,0,"","NDSS","","","","","M","us","edu"
"5164","Liao, Chunhua","",0,1,0,0,0,1,"","CCGrid","","","","SC","M","NA","NA"
"5165","Liao, Siyu","",0,0,0,0,0,1,"","","","","","MICRO","M","NA","NA"
"5166","Liao, Wei-Keng","@eecs.northwestern.edu",0,1,0,0,0,2,"","CCGrid","","","","HiPC,HiPC","M","us","edu"
"5167","Liao, Xiaojing","",0,0,0,0,0,2,"","","","","","CCS,SP","M","NA","NA"
"5168","Liaw, Christopher","",0,0,0,0,0,1,"","","","","","IPDPS","NA","NA","NA"
"5169","Liaw, Richard","@berkeley.edu",0,0,0,0,0,1,"","","","","","HotOS","NA","us","edu"
"5170","Liberty, Edo","@edoliberty.com",0,1,0,0,0,1,"","KDD","","","","IMC","M","NA","com"
"5171","Libkin, Leonid","@inf.ed.ac.uk",0,0,0,0,0,1,"","","","","","PODS","NA","uk","edu"
"5172","Liblit, Ben","@cs.wisc.edu",0,0,0,0,0,1,"","","","","","PLDI","NA","us","edu"
"5173","Lichtblau, Franziska","",0,0,0,0,0,1,"","","","","","IMC","NA","NA","NA"
"5174","Lichter, Tamar","",0,0,0,0,0,1,"","","","","","SP","M","NA","NA"
"5175","Liddel, Chuck","",0,0,0,1,0,0,"","","","CLOUD","","","M","NA","NA"
"5176","Lie, David","@eecg.toronto.edu",0,1,0,0,0,3,"","CCS","","","","SOSP,HotOS,HotOS","M","us","edu"
"5177","Liebchen, Christopher","@trust.tu-darmstadt.de",0,0,0,0,0,3,"","","","","","CCS,NDSS,NDSS","F","de","edu"
"5178","Lifflander, Jonathan","@lifflander.org",0,0,0,0,0,1,"","","","","","PLDI","M","us","gov"
"5179","Lifshits, Pavel","",0,0,0,0,0,1,"","","","","","EuroSys","NA","NA","NA"
"5180","Likamwa, Robert","@asu.edu",0,1,0,0,0,0,"","MobiCom","","","","","M","us","edu"
"5181","Lilja, David J.","",0,0,0,0,0,1,"","","","","","IISWC","NA","NA","NA"
"5182","Lim, Ee-Peng","@smu.edu.sg",0,2,0,0,0,0,"","SIGIR,ICDM","","","","","M","us","edu"
"5183","Lim, Hyeontaek","@cs.cmu.edu",0,0,0,0,0,1,"","","","","","SIGMOD","M","us","edu"
"5184","Lim, Jaemin","",0,0,0,0,0,1,"","","","","","NSDI","NA","NA","NA"
"5185","Lim, Jin Tack","MISSING",0,0,0,0,0,1,"","","","","","SOSP","M","NA","NA"
"5186","Lim, K. Hyun","",0,0,0,0,0,1,"","","","","","FAST","M","NA","NA"
"5187","Lim, Kwan Hui","@student.unimelb.edu.au",0,0,0,0,0,1,"","","","","","SIGIR","F","ed","edu"
"5188","Lim, Robert","@cs.uoregon.edu",0,0,0,0,0,1,"","","","","","ICPP","M","ed","edu"
"5189","Lim, Seung-Hwan","@ornl.gov",0,0,0,0,0,2,"","","","","","SC,SC","NA","us","gov"
"5190","Lim, Yeon-Sup","@ibm.com",0,0,0,0,0,1,"","","","","","CoNEXT","NA","NA","com"
"5191","Lim, Yoohyuk","",0,0,0,0,0,1,"","","","","","HotStorage","NA","NA","NA"
"5192","Lin, Calvin","@cs.utexas.edu",0,1,1,0,0,1,"","HPCA","HPCA","","","ISCA","M","ed","edu"
"5193","Lin, Chih-Jen","@csie.ntu.edu.tw",0,1,0,0,0,0,"","KDD","","","","","M","us","edu"
"5194","Lin, Chunbin","@eng.ucsd.edu",0,0,0,0,0,1,"","","","","","SIGMOD","M","ed","edu"
"5195","Lin, Dong","",0,0,0,0,0,1,"","","","","","SIGCOMM","NA","NA","NA"
"5196","Lin, Felix Xiaozhu","@purdue.edu",0,0,0,0,0,1,"","","","","","ATC","M","us","edu"
"5197","Lin, Feng","",0,0,0,0,0,1,"","","","","","MobiCom","NA","NA","NA"
"5198","Lin, Haibin","@andrew.cmu.edu",0,0,0,0,0,1,"","","","","","CIDR","M","us","edu"
"5199","Lin, Heng","",0,0,0,0,0,1,"","","","","","IPDPS","NA","NA","NA"
"5200","Lin, Hsuan-Tien","@csie.ntu.edu.tw",0,1,0,0,0,0,"","KDD","","","","","M","us","edu"
"5201","Lin, James","@sjtu.edu.cn",0,4,1,0,0,1,"","SC,ICPP,IPDPS,HPCC","ICPP","","","ICPP","M","us","edu"
"5202","Lin, Jessica","@gmu.edu",0,1,0,0,0,2,"","ICDM","","","","ICDM,ICDM","F","us","edu"
"5203","Lin, Jiexi","",0,0,0,0,0,1,"","","","","","CIDR","M","NA","NA"
"5204","Lin, Jimmy","@uwaterloo.ca",0,1,0,0,0,1,"","SIGIR","","","","SIGIR","M","ca","edu"
"5205","Lin, Pei-Hung","@llnl.gov",0,0,0,0,0,1,"","","","","","SC","NA","us","gov"
"5206","Lin, Qi","",0,0,0,0,0,1,"","","","","","NDSS","NA","NA","NA"
"5207","Lin, Qiongzheng","",0,0,0,0,0,2,"","","","","","CoNEXT,MobiCom","NA","NA","NA"
"5208","Lin, Victor","",0,0,0,0,0,1,"","","","","","SIGCOMM","M","NA","NA"
"5209","Lin, Xue","@northeastern.edu",0,0,0,0,0,1,"","","","","","MICRO","NA","us","edu"
"5210","Lin, Xuemin","@cse.unsw.edu.au",0,2,0,0,0,2,"","KDD,SIGMOD","","","","SIGMOD,PODS","M","ed","edu"
"5211","Lin, Youzuo","",0,0,0,1,0,0,"","","","ICDM","","","M","NA","NA"
"5212","Lin, Zhiqiang","@utdallas.edu",0,0,0,0,0,3,"","","","","","CCS,CCS,CCS","M","ed","edu"
"5213","Lind, Joshua","@imperial.ac.uk",0,0,0,0,0,1,"","","","","","ATC","NA","uk","edu"
"5214","Lindell, Yehuda","@biu.ac.il",0,0,0,0,0,3,"","","","","","CCS,CCS,SP","NA","il","edu"
"5215","Lindemann, Christoph","@rvs.informatik.uni-leipzig.de",0,0,0,0,0,1,"","","","","","HPCC","NA","de","edu"
"5216","Lindenstruth, Volker","@compeng.de",0,0,0,0,0,1,"","","","","","Cluster","NA","de","edu"
"5217","Lindorfer, Martina","@cs.ucsb.edu",0,0,0,0,0,1,"","","","","","NDSS","F","ed","edu"
"5218","Lindstrom, Peter","@llnl.gov",0,0,0,0,0,1,"","","","","","ISC","NA","us","gov"
"5219","Lines, Jason","@uea.ac.uk",0,1,0,0,0,0,"","ICDM","","","","","M","ac","edu"
"5220","Linford, John","",0,1,1,0,0,0,"","SC","SC","","","","M","NA","NA"
"5221","Lioma, Christina","@di.ku.dk",0,1,0,0,0,0,"","SIGIR","","","","","F","dk","edu"
"5222","Lion, David","@mail.utoronto.ca",0,0,0,0,0,1,"","","","","","SOSP","NA","ca","edu"
"5223","Lipasti, Mikko H.","@engr.wisc.edu",0,0,0,0,0,2,"","","","","","ISCA,ISCA","M","us","edu"
"5224","Lis, Mieszko","@ece.ubc.ca",0,0,0,0,0,1,"","","","","","HPCA","M","ca","edu"
"5225","Liskiewicz, Maciej","",0,0,0,0,0,1,"","","","","","CCS","M","NA","NA"
"5226","Liss, Liran","",0,0,0,0,0,1,"","","","","","ASPLOS","NA","NA","NA"
"5227","Litoiu, Marin","@yorku.ca",0,2,0,0,0,0,"","CLOUD,ICAC","","","","","M","ca","edu"
"5228","Littley, Cody","",0,0,0,0,0,1,"","","","","","NSDI","F","NA","NA"
"5229","Litz, Heiner","@stanford.edu",0,0,0,0,0,1,"","","","","","ASPLOS","F","us","edu"
"5230","Liu, Bang","",0,0,0,0,0,1,"","","","","","SOCC","NA","NA","NA"
"5231","Liu, Bangtian","@rutgers.edu",0,0,0,0,0,1,"","","","","","Cluster","F","us","edu"
"5232","Liu, Baojun","",0,0,0,0,0,1,"","","","","","CCS","NA","NA","NA"
"5233","Liu, Bin","@cmu.edu",0,0,0,0,1,1,"","","","","VEE","NDSS","M","us","edu"
"5234","Liu, Bing","@uic.edu",0,1,0,1,0,0,"","SIGIR","","KDD","","","M","ed","edu"
"5235","Liu, Chang","@eecs.berkeley.edu",0,0,0,0,0,1,"","","","","","CCS","NA","us","edu"
"5236","Liu, Chang","@pku.edu.cn",0,1,0,0,0,0,"","SIGIR","","","","","NA","us","edu"
