name,gs_email,as_pc_chair,as_pc,as_session_chair,as_panelist,as_keynote_speaker,as_author,pc_chairs,pcs,session_chairs,panels,keynotes,papers,gender,country,sector
"Li, Hangyu",,0,0,0,0,0,1,,,,,,HotCloud,NA,NA,NA
"Li, Harry Huan",,0,0,0,0,0,1,,,,,,SYSTOR,NA,NA,NA
"Li, Hongbo",@ucr.edu,0,0,0,0,0,2,,,,,,"SC,SC",NA,ed,edu
"Li, Hongda",@clemson.edu,0,0,0,0,0,1,,,,,,NDSS,NA,us,edu
"Li, Hongliang",,0,0,0,0,0,1,,,,,,Cluster,NA,NA,NA
"Li, Huaicheng",@cs.uchicago.edu,0,0,0,0,0,2,,,,,,"SOSP,FAST",NA,ed,edu
"Li, Huang",,0,0,0,0,0,1,,,,,,SLE,NA,NA,NA
"Li, Huayu",@uncc.edu,0,0,0,0,0,1,,,,,,KDD,NA,ed,edu
"Li, Hui",@cs.hku.hk,0,0,0,0,0,1,,,,,,SIGMOD,M,hk,edu
"Li, Hui",@mail.xidian.edu.cn,0,1,0,0,0,0,,ICDM,,,,,M,us,edu
"Li, Hui",,0,0,0,0,0,1,,,,,,HPCC,M,NA,NA
"Li, Huiba",MISSING,0,0,0,0,0,1,,,,,,ATC,NA,NA,NA
"Li, Jason",,0,0,0,0,0,1,,,,,,SPAA,NA,NA,NA
"Li, Jerry",@mit.edu,0,0,0,0,0,1,,,,,,PODC,NA,us,edu
"Li, Ji",@usc.edu,0,0,0,0,0,1,,,,,,ASPLOS,NA,ed,edu
"Li, Jiajia",@gatech.edu,0,0,0,0,0,2,,,,,,"PPoPP,IPDPS",NA,us,edu
"Li, Jiajun",MISSING,0,0,0,0,0,1,,,,,,HPCA,NA,NA,NA
"Li, Jialin",,0,0,0,0,0,1,,,,,,SOSP,NA,NA,NA
"Li, Jian",@tsinghua.edu.cn,0,0,0,0,0,1,,,,,,SIGMOD,NA,us,edu
"Li, Jian",,0,0,0,0,0,2,,,,,,"ICPP,SOCC",NA,NA,NA
"Li, Jianboi",@alumni.rutgers.edu,0,0,0,0,0,1,,,,,,ICDM,NA,us,edu
"Li, Jianda",,0,0,0,0,0,1,,,,,,KDD,NA,NA,NA
"Li, Jiang",,0,0,0,0,0,1,,,,,,ICDM,NA,NA,NA
"Li, Jianjun",,0,0,0,0,0,1,,,,,,VEE,NA,NA,NA
"Li, Jianping",,0,0,0,0,0,2,,,,,,"Cluster,Cluster",NA,NA,NA
"Li, Jianxin",@act.buaa.edu.cn,0,1,0,0,0,0,,SIGMOD,,,,,M,us,edu
"Li, Jiaxin",,0,0,0,0,0,1,,,,,,ASPLOS,NA,NA,NA
"Li, Jie",,0,0,0,0,0,1,,,,,,ICPP,NA,NA,NA
"Li, Jin",@microsoft.com,0,0,0,0,0,1,,,,,,ATC,NA,NA,com
"Li, Jinfeng",@cse.cuhk.edu.hk,0,0,0,0,0,1,,,,,,SIGIR,NA,us,edu
"Li, Jing",,0,0,0,0,0,1,,,,,,MICRO,NA,NA,NA
"Li, Jinming",,0,0,0,0,0,1,,,,,,NDSS,NA,NA,NA
"Li, Jinyang",,0,0,0,0,0,1,,,,,,MICRO,NA,NA,NA
"Li, Jinyang",@cs.nyu.edu,0,0,0,0,0,1,,,,,,ATC,NA,us,edu
"Li, Jiuyong",@unisa.edu.au,0,1,0,0,0,0,,KDD,,,,,M,ed,edu
"Li, Juan",,0,0,0,0,0,1,,,,,,HPCC,NA,NA,NA
"Li, Juanru",@sjtu.edu.cn,0,0,0,0,0,1,,,,,,NDSS,NA,us,edu
"Li, Junnan",MISSING,0,0,0,0,0,1,,,,,,HPCC,NA,NA,NA
"Li, Justin D.",,0,0,0,0,0,1,,,,,,IPDPS,NA,NA,NA
"Li, Kai",@eecs.ucf.edu,0,1,0,0,0,0,,KDD,,,,,M,ed,edu
"Li, Kai",@cs.princeton.edu,0,0,0,0,0,1,,,,,,ATC,M,us,edu
"Li, Kaiwei",@mails.tsinghua.edu.cn,0,0,0,0,0,1,,,,,,ASPLOS,NA,us,edu
"Li, Kang",@cs.uga.edu,0,1,0,0,0,0,,CLOUD,,,,,M,ed,edu
"Li, Kedan",,0,0,0,0,0,1,,,,,,HPCC,NA,NA,NA
"Li, Kejiao",,0,0,0,0,0,1,,,,,,HPCC,NA,NA,NA
"Li, Lei",@hfut.edu.cn,0,0,1,0,0,1,,,KDD,,,ICDM,M,us,edu
"Li, Leisheng",,0,0,0,0,0,1,,,,,,ICPP,NA,NA,NA
"Li, Li",@osu.edu,0,0,0,0,0,2,,,,,,"IGSC,IGSC",NA,us,edu
"Li, Li Erran",@cs.columbia.edu,0,0,0,0,0,1,,,,,,MobiCom,NA,us,edu
"Li, Liangda",@gatech.edu,0,1,0,0,0,0,,SIGIR,,,,,M,us,edu
"Li, Liangyue",@asu.edu,0,0,0,0,0,1,,,,,,KDD,NA,us,edu
"Li, Lingda",@bnl.gov,0,0,0,0,0,2,,,,,,"ATC,SIGMETRICS",NA,us,gov
"Li, Long",,0,0,0,0,0,2,,,,,,"HPCC,HPCC",NA,NA,NA
"Li, Luyu",,0,0,0,0,0,1,,,,,,ICPP,NA,NA,NA
"Li, Mao-Lin",,0,0,0,0,0,1,,,,,,SIGIR,NA,NA,NA
"Li, Mengyuan",,0,0,0,0,0,1,,,,,,CCS,NA,NA,NA
"Li, Min",@cn.ibm.com,0,0,0,0,0,1,,,,,,MASCOTS,NA,cn,com
"Li, Mingda",@g.ucla.edu,0,0,0,0,0,1,,,,,,SOCC,NA,ed,edu
"Li, Mingshu",,0,0,0,0,0,1,,,,,,CCGrid,NA,NA,NA
"Li, Mingzhe",@cse.ohio-state.edu,0,0,0,0,0,1,,,,,,HiPC,NA,us,edu
"Li, Minming",,0,1,0,0,0,1,,ICPP,,,,SPAA,M,NA,NA
"Li, Mo",@ntu.edu.sg,0,1,0,0,0,0,,MobiCom,,,,,M,us,edu
"Li, Na",@seas.harvard.edu,0,0,0,0,0,1,,,,,,HPCA,NA,us,edu
"Li, Ninghui",@cs.purdue.edu,0,0,0,0,0,1,,,,,,SP,NA,us,edu
"Li, Peipei",,0,1,0,0,0,0,,ICDM,,,,,F,NA,NA
"Li, Pengcheng",@cs.rochester.edu,0,0,0,0,0,1,,,,,,IPDPS,NA,us,edu
"Li, Piji",@se.cuhk.edu.hk,0,0,0,0,0,1,,,,,,SIGIR,NA,us,edu
"Li, Ping",,0,1,0,0,0,1,,ICDM,,,,KDD,M,NA,NA
"Li, Qi",,0,0,0,0,0,1,,,,,,CCS,NA,NA,NA
"Li, Qiang",,0,0,0,0,0,1,,,,,,Cluster,NA,NA,NA
"Li, Renchuan",,0,0,0,0,0,1,,,,,,EuroPar,NA,NA,NA
"Li, Richard",@cs.utah.edu,0,0,0,0,0,1,,,,,,CoNEXT,NA,ed,edu
"Li, Rui",@google.com,0,1,0,0,0,0,,SIGIR,,,,,M,NA,com
"Li, Runhui",@cse.cuhk.edu.hk,0,0,0,0,0,2,,,,,,"SIGCOMM,ATC",NA,us,edu
"Li, Shaomeng",@ucar.edu,0,0,0,0,0,1,,,,,,Cluster,NA,ed,edu
"Li, Sheng",@intel.com,0,1,0,0,0,1,,HiPC,,,,IISWC,M,NA,com
"Li, Shigang",@ict.ac.cn,0,2,0,0,0,0,,"ICPP,IPDPS",,,,,M,cn,edu
"Li, Shih-Wei",,0,0,0,0,0,2,,,,,,"SOSP,ATC",NA,NA,NA
"Li, Shuai",@ucl.ac.uk,0,2,0,0,0,0,,"KDD,ICDM",,,,,M,ac,edu
"Li, Shuangchen",@ece.ucsb.edu,0,0,0,0,0,1,,,,,,MICRO,NA,ed,edu
"Li, Shupan",,0,0,0,0,0,1,,,,,,HPCC,NA,NA,NA
"Li, Sihuan",,0,0,0,0,0,2,,,,,,"SC,PPoPP",NA,NA,NA
"Li, Siyang",,0,0,0,0,0,1,,,,,,SC,NA,NA,NA
"Li, Song",@lehigh.edu,0,0,0,0,0,1,,,,,,CCS,NA,us,edu
"Li, Song",,0,0,0,0,0,1,,,,,,NDSS,NA,NA,NA
"Li, Tao",,0,3,0,0,0,6,,"HPCA,ISCA,IPDPS",,,,"ISPASS,SC,ICPP,HPCA,ATC,ASPLOS",M,NA,NA
"Li, Tongxin",@pku.edu.cn,0,0,0,0,0,1,,,,,,CCS,NA,us,edu
"Li, Wei",,0,0,0,0,0,3,,,,,,"NSDI,SIGMOD,HPCC",NA,NA,NA
"Li, Weichao",@comp.polyu.edu.hk,0,0,0,0,0,1,,,,,,ATC,NA,us,edu
"Li, Weigang",,0,0,0,0,0,1,,,,,,SOCC,NA,NA,NA
"Li, X. Sherry",@lbl.gov,0,1,0,0,0,0,,SC,,,,,F,us,gov
"Li, Xi",,0,0,0,0,0,1,,,,,,SC,NA,NA,NA
"Li, Xi",@ustc.edu.cn,0,0,0,0,0,1,,,,,,HPCC,NA,ed,edu
"Li, Xia",,0,0,0,0,0,1,,,,,,OOPSLA,NA,NA,NA
"Li, Xiang",,0,0,0,0,0,1,,,,,,Cluster,NA,NA,NA
"Li, Xiangqi",,0,0,0,0,0,1,,,,,,SLE,NA,NA,NA
"Li, Xiangyang",,0,0,0,0,0,1,,,,,,NDSS,NA,NA,NA
"Li, Xiaoguang",@ustc.edu.cn,0,0,0,0,0,1,,,,,,MobiCom,NA,ed,edu
"Li, Xiaoli",,0,0,0,0,0,1,,,,,,KDD,NA,NA,NA
"Li, Xiaolu",,0,0,0,0,0,1,,,,,,ATC,NA,NA,NA
"Li, Xiaopeng",@connect.ust.hk,0,0,0,0,0,1,,,,,,KDD,NA,hk,edu
"Li, Xiaosheng",,0,0,0,0,0,1,,,,,,ICDM,NA,NA,NA
"Li, Xiaowei",@ict.ac.cn,0,0,0,0,0,1,,,,,,HPCA,NA,cn,edu
"Li, Xiaoye",@lbl.gov,0,0,0,0,0,1,,,,,,SIGMETRICS,NA,us,gov
"Li, Xiaoye Sherry",@lbl.gov,0,1,0,0,0,1,,IPDPS,,,,IPDPS,F,us,gov
"Li, Xiaoyu",,0,0,0,0,0,2,,,,,,"ICDM,ICDM",NA,NA,NA
"Li, Xiaozhou",@barefootnetworks.com,0,0,0,0,0,1,,,,,,SOSP,NA,NA,com
"Li, Xin",@mails.tsinghua.edu.cn,0,0,0,0,0,1,,,,,,SIGIR,NA,us,edu
"Li, Xin",,0,0,0,0,0,2,,,,,,"HPCC,HPCC",NA,NA,NA
"Li, Xu",,0,0,0,0,0,1,,,,,,HPCC,NA,NA,NA
"Li, Xueqi",@ucdavis.edu,0,0,0,0,0,1,,,,,,HPCC,NA,ed,edu
"Li, Xuqing",,0,0,0,0,0,1,,,,,,MICRO,NA,NA,NA
"Li, Yahui",,0,0,0,0,0,1,,,,,,MASCOTS,NA,NA,NA
"Li, Yaliang",@baidu.com,0,1,0,0,0,2,,ICDM,,,,"KDD,ICDM",M,NA,com
"Li, Yan",,0,0,0,0,0,1,,,,,,SIGMOD,M,NA,NA
"Li, Yan",@ucsc.edu,0,0,0,0,0,1,,,,,,SC,M,ed,edu
"Li, Yan",@umich.edu,0,1,0,0,0,1,,ICDM,,,,ICDM,M,ed,edu
"Li, Yanen",@illinois.edu,0,1,0,0,0,0,,KDD,,,,,M,us,edu
"Li, Yang",,0,1,0,0,0,1,,SIGMOD,,,,HPCC,NA,NA,NA
"Li, Yang",@andrew.cmu.edu,0,0,0,0,0,1,,,,,,Cluster,NA,us,edu
"Li, Yanhua",@wpi.edu,0,2,0,0,0,0,,"ICDM,SIGMETRICS",,,,,M,us,edu
"Li, Yi",@umich.edu,0,0,0,0,0,1,,,,,,SPAA,NA,ed,edu
"Li, Yin",,0,0,0,0,0,1,,,,,,FAST,NA,NA,NA
"Li, Yinan",@cs.wisc.edu,0,1,0,0,0,0,,SIGMOD,,,,,M,us,edu
"Li, Yiwen",,0,0,0,0,0,1,,,,,,ATC,NA,NA,NA
"Li, Yong",,0,0,0,0,0,1,,,,,,CCS,NA,NA,NA
"Li, Yong",@tsinghua.edu.cn,0,0,0,0,0,1,,,,,,SIGIR,NA,us,edu
"Li, Yongkun",,0,0,0,0,0,2,,,,,,"ICPP,ATC",NA,NA,NA
"Li, Youhuizi",,0,0,0,0,0,1,,,,,,IGSC,NA,NA,NA
"Li, Yuanbing",,0,0,0,0,0,1,,,,,,SIGMOD,NA,NA,NA
"Li, Yuanjie",@cs.ucla.edu,0,0,0,0,0,2,,,,,,"MobiCom,MobiCom",NA,ed,edu
"Li, Yuchen",@comp.nus.edu.sg,0,0,0,0,0,1,,,,,,SIGMOD,NA,us,edu
"Li, Yue",@cs.au.dk,0,0,0,0,0,1,,,,,,PLDI,NA,dk,edu
"Li, Yunbo",,0,0,0,0,0,1,,,,,,CCGrid,NA,NA,NA
"Li, Yunchun",@email.arizona.edu,0,0,0,0,0,1,,,,,,HPCC,NA,us,edu
"Li, Zengxiang",,0,0,0,0,0,1,,,,,,CCGrid,NA,NA,NA
"Li, Zhaoshi",,0,0,0,0,0,1,,,,,,ISCA,NA,NA,NA
"Li, Zhe",@syr.edu,0,0,0,0,0,2,,,,,,"MICRO,ASPLOS",NA,us,edu
"Li, Zhen",,0,0,0,0,0,1,,,,,,NSDI,NA,NA,NA
"Li, Zhenguo",,0,0,0,0,0,1,,,,,,KDD,NA,NA,NA
"Li, Zhenhua",@tsinghua.edu.cn,0,0,0,0,0,2,,,,,,"HotStorage,NDSS",NA,us,edu
"Li, Zhenhua",,0,0,0,0,0,2,,,,,,"HotI,IPDPS",NA,NA,NA
"Li, Zhenhui",@ist.psu.edu,0,1,0,0,0,0,,KDD,,,,,F,us,edu
"Li, Zhichun",,0,1,0,0,0,0,,CCS,,,,,M,NA,NA
"Li, Zhijun",,0,0,0,0,0,1,,,,,,MobiCom,NA,NA,NA
"Li, Zhipeng",,0,0,0,0,0,1,,,,,,ICPP,NA,NA,NA
"Li, Zhiwei",,0,0,0,0,0,1,,,,,,MobiCom,NA,NA,NA
"Li, Zhongmin",,0,0,0,0,0,1,,,,,,CoNEXT,NA,NA,NA
"Li, Zhou",@rsa.com,0,1,0,0,0,2,,CCS,,,,"CCS,SP",M,NA,com
"Li, Zhoujun",,0,0,0,0,0,1,,,,,,CCS,NA,NA,NA
"Li, Zongpeng",@ucalgary.ca,0,1,0,0,0,2,,MASCOTS,,,,"ATC,SIGMETRICS",M,ca,edu
"Lia, Qiuyu",,0,0,0,0,0,1,,,,,,ATC,NA,NA,NA
"Liagouris, John",@inf.ethz.ch,0,0,0,0,0,1,,,,,,EuroSys,NA,ch,edu
"Lian, Defu",@uestc.edu.cn,0,0,0,0,0,1,,,,,,KDD,NA,ed,edu
"Lian, Wilson",@cs.ucsd.edu,0,0,0,0,0,1,,,,,,NDSS,NA,ed,edu
"Lian, Xiang",@kent.edu,0,0,0,0,0,1,,,,,,SIGMOD,NA,us,edu
"Liang, Bin",,0,0,0,0,0,1,,,,,,CCS,NA,NA,NA
"Liang, Chuen",,0,0,0,0,0,1,,,,,,SOSP,NA,NA,NA
"Liang, Hao",,0,0,0,0,0,1,,,,,,HPCC,NA,NA,NA
"Liang, Jiye",,0,0,0,0,0,1,,,,,,ICDM,NA,NA,NA
"Liang, Percy",@cs.stanford.edu,0,0,0,0,0,1,,,,,,PLDI,NA,us,edu
"Liang, Qianlin",,0,0,0,0,0,2,,,,,,"EuroSys,ICPE",NA,NA,NA
"Liang, Qingkai",@mit.edu,0,0,0,0,0,1,,,,,,MASCOTS,NA,us,edu
"Liang, Shangsong",@ucl.ac.uk,0,1,0,0,0,0,,SIGIR,,,,,M,ac,edu
"Liang, Xiaodan",@mail2.sysu.edu.cn,0,0,0,0,0,1,,,,,,ATC,NA,us,edu
"Liang, Xiaoyao",@eecs.harvard.edu,0,1,0,0,0,0,,ISCA,,,,,M,us,edu
"Liang, Xin",@ucr.edu,0,0,0,0,0,2,,,,,,"SC,PPoPP",NA,ed,edu
"Liang, Xueping",@iie.ac.cn,0,0,0,0,0,2,,,,,,"CCGrid,CCGrid",NA,cn,edu
"Liang, Yun",@pku.edu.cn,0,1,1,0,0,1,,HiPC,ASPLOS,,,HPDC,M,us,edu
"Liang, Zhenkai",@comp.nus.edu.sg,0,1,0,0,0,0,,NDSS,,,,,M,us,edu
"Liao, Chunhua",,0,1,0,0,0,1,,CCGrid,,,,SC,M,NA,NA
"Liao, Siyu",,0,0,0,0,0,1,,,,,,MICRO,NA,NA,NA
"Liao, Wei-Keng",@eecs.northwestern.edu,0,1,0,0,0,2,,CCGrid,,,,"HiPC,HiPC",M,us,edu
"Liao, Xiaojing",,0,0,0,0,0,2,,,,,,"CCS,SP",NA,NA,NA
"Liaw, Christopher",,0,0,0,0,0,1,,,,,,IPDPS,NA,NA,NA
"Liaw, Richard",@berkeley.edu,0,0,0,0,0,1,,,,,,HotOS,NA,us,edu
"Liberty, Edo",@edoliberty.com,0,1,0,0,0,1,,KDD,,,,IMC,M,NA,com
"Libkin, Leonid",@inf.ed.ac.uk,0,0,0,0,0,1,,,,,,PODS,NA,uk,edu
"Liblit, Ben",@cs.wisc.edu,0,0,0,0,0,1,,,,,,PLDI,NA,us,edu
"Lichtblau, Franziska",,0,0,0,0,0,1,,,,,,IMC,NA,NA,NA
"Lichter, Tamar",,0,0,0,0,0,1,,,,,,SP,NA,NA,NA
"Liddel, Chuck",,0,0,0,1,0,0,,,,CLOUD,,,M,NA,NA
"Lie, David",@eecg.toronto.edu,0,1,0,0,0,3,,CCS,,,,"SOSP,HotOS,HotOS",M,us,edu
"Liebchen, Christopher",@trust.tu-darmstadt.de,0,0,0,0,0,3,,,,,,"CCS,NDSS,NDSS",NA,de,edu
"Lifflander, Jonathan",@lifflander.org,0,0,0,0,0,1,,,,,,PLDI,NA,us,gov
"Lifshits, Pavel",,0,0,0,0,0,1,,,,,,EuroSys,NA,NA,NA
"Likamwa, Robert",@asu.edu,0,1,0,0,0,0,,MobiCom,,,,,M,us,edu
"Lilja, David J.",,0,0,0,0,0,1,,,,,,IISWC,NA,NA,NA
"Lim, Ee-Peng",@smu.edu.sg,0,2,0,0,0,0,,"SIGIR,ICDM",,,,,M,us,edu
"Lim, Hyeontaek",@cs.cmu.edu,0,0,0,0,0,1,,,,,,SIGMOD,NA,us,edu
"Lim, Jaemin",,0,0,0,0,0,1,,,,,,NSDI,NA,NA,NA
"Lim, Jin Tack",MISSING,0,0,0,0,0,1,,,,,,SOSP,NA,NA,NA
"Lim, K. Hyun",,0,0,0,0,0,1,,,,,,FAST,NA,NA,NA
"Lim, Kwan Hui",@student.unimelb.edu.au,0,0,0,0,0,1,,,,,,SIGIR,NA,ed,edu
"Lim, Robert",@cs.uoregon.edu,0,0,0,0,0,1,,,,,,ICPP,M,ed,edu
"Lim, Seung-Hwan",@ornl.gov,0,0,0,0,0,2,,,,,,"SC,SC",NA,us,gov
"Lim, Yeon-Sup",@ibm.com,0,0,0,0,0,1,,,,,,CoNEXT,NA,NA,com
"Lim, Yoohyuk",,0,0,0,0,0,1,,,,,,HotStorage,NA,NA,NA
"Lin, Calvin",@cs.utexas.edu,0,1,1,0,0,1,,HPCA,HPCA,,,ISCA,M,ed,edu
"Lin, Chih-Jen",@csie.ntu.edu.tw,0,1,0,0,0,0,,KDD,,,,,M,us,edu
"Lin, Chunbin",@eng.ucsd.edu,0,0,0,0,0,1,,,,,,SIGMOD,NA,ed,edu
"Lin, Dong",,0,0,0,0,0,1,,,,,,SIGCOMM,NA,NA,NA
"Lin, Felix Xiaozhu",@purdue.edu,0,0,0,0,0,1,,,,,,ATC,NA,us,edu
"Lin, Feng",,0,0,0,0,0,1,,,,,,MobiCom,NA,NA,NA
"Lin, Haibin",@andrew.cmu.edu,0,0,0,0,0,1,,,,,,CIDR,M,us,edu
"Lin, Heng",,0,0,0,0,0,1,,,,,,IPDPS,NA,NA,NA
"Lin, Hsuan-Tien",@csie.ntu.edu.tw,0,1,0,0,0,0,,KDD,,,,,M,us,edu
"Lin, James",@sjtu.edu.cn,0,4,1,0,0,1,,"SC,ICPP,IPDPS,HPCC",ICPP,,,ICPP,M,us,edu
"Lin, Jessica",@gmu.edu,0,1,0,0,0,2,,ICDM,,,,"ICDM,ICDM",F,us,edu
"Lin, Jiexi",,0,0,0,0,0,1,,,,,,CIDR,M,NA,NA
"Lin, Jimmy",@uwaterloo.ca,0,1,0,0,0,1,,SIGIR,,,,SIGIR,M,ca,edu
"Lin, Pei-Hung",@llnl.gov,0,0,0,0,0,1,,,,,,SC,NA,us,gov
"Lin, Qi",,0,0,0,0,0,1,,,,,,NDSS,NA,NA,NA
"Lin, Qiongzheng",,0,0,0,0,0,2,,,,,,"CoNEXT,MobiCom",NA,NA,NA
"Lin, Victor",,0,0,0,0,0,1,,,,,,SIGCOMM,NA,NA,NA
"Lin, Xue",@northeastern.edu,0,0,0,0,0,1,,,,,,MICRO,NA,us,edu
"Lin, Xuemin",@cse.unsw.edu.au,0,2,0,0,0,2,,"KDD,SIGMOD",,,,"SIGMOD,PODS",M,ed,edu
"Lin, Youzuo",,0,0,0,1,0,0,,,,ICDM,,,M,NA,NA
"Lin, Zhiqiang",@utdallas.edu,0,0,0,0,0,3,,,,,,"CCS,CCS,CCS",NA,ed,edu
"Lind, Joshua",@imperial.ac.uk,0,0,0,0,0,1,,,,,,ATC,NA,uk,edu
"Lindell, Yehuda",@biu.ac.il,0,0,0,0,0,3,,,,,,"CCS,CCS,SP",NA,il,edu
"Lindemann, Christoph",@rvs.informatik.uni-leipzig.de,0,0,0,0,0,1,,,,,,HPCC,NA,de,edu
"Lindenstruth, Volker",@compeng.de,0,0,0,0,0,1,,,,,,Cluster,NA,de,edu
"Lindorfer, Martina",@cs.ucsb.edu,0,0,0,0,0,1,,,,,,NDSS,NA,ed,edu
"Lindstrom, Peter",@llnl.gov,0,0,0,0,0,1,,,,,,ISC,NA,us,gov
"Lines, Jason",@uea.ac.uk,0,1,0,0,0,0,,ICDM,,,,,M,ac,edu
"Linford, John",,0,1,1,0,0,0,,SC,SC,,,,M,NA,NA
"Lioma, Christina",@di.ku.dk,0,1,0,0,0,0,,SIGIR,,,,,F,dk,edu
"Lion, David",@mail.utoronto.ca,0,0,0,0,0,1,,,,,,SOSP,NA,ca,edu
"Lipasti, Mikko H.",@engr.wisc.edu,0,0,0,0,0,2,,,,,,"ISCA,ISCA",NA,us,edu
"Lis, Mieszko",@ece.ubc.ca,0,0,0,0,0,1,,,,,,HPCA,NA,ca,edu
"Liskiewicz, Maciej",,0,0,0,0,0,1,,,,,,CCS,NA,NA,NA
"Liss, Liran",,0,0,0,0,0,1,,,,,,ASPLOS,NA,NA,NA
"Litoiu, Marin",@yorku.ca,0,2,0,0,0,0,,"CLOUD,ICAC",,,,,M,ca,edu
"Littley, Cody",,0,0,0,0,0,1,,,,,,NSDI,NA,NA,NA
"Litz, Heiner",@stanford.edu,0,0,0,0,0,1,,,,,,ASPLOS,NA,us,edu
"Liu, Bang",,0,0,0,0,0,1,,,,,,SOCC,NA,NA,NA
"Liu, Bangtian",@rutgers.edu,0,0,0,0,0,1,,,,,,Cluster,NA,us,edu
"Liu, Baojun",,0,0,0,0,0,1,,,,,,CCS,NA,NA,NA
"Liu, Bin",@cmu.edu,0,0,0,0,1,1,,,,,VEE,NDSS,M,us,edu
"Liu, Bing",@uic.edu,0,1,0,1,0,0,,SIGIR,,KDD,,,M,ed,edu
"Liu, Chang",@eecs.berkeley.edu,0,0,0,0,0,1,,,,,,CCS,NA,us,edu
"Liu, Chang",@pku.edu.cn,0,1,0,0,0,0,,SIGIR,,,,,NA,us,edu
"Liu, Changfeng",,0,0,0,0,0,1,,,,,,CIDR,M,NA,NA
"Liu, Chengcheng",,0,0,0,0,0,1,,,,,,HPCC,NA,NA,NA
"Liu, Chengfei",,0,2,0,0,0,0,,"SIGMOD,ICDM",,,,,M,NA,NA
"Liu, Chenghao",@smu.edu.sg,0,0,0,0,0,1,,,,,,ICDM,NA,us,edu
"Liu, Chuanren",@drexel.edu,0,1,0,0,0,1,,KDD,,,,KDD,M,us,edu
"Liu, Chunyi",,0,0,0,0,0,1,,,,,,SYSTOR,NA,NA,NA
"Liu, Daiping",@udel.edu,0,0,0,0,0,1,,,,,,CCS,NA,ed,edu
"Liu, Fang",@microsoft.com,0,0,0,0,0,1,,,,,,SIGIR,NA,NA,com
"Liu, Fang",,0,0,0,0,0,3,,,,,,"HPCC,HPCC,HPCC",NA,NA,NA
"Liu, Fangfang",,0,0,0,0,0,2,,,,,,"ICPP,IPDPS",NA,NA,NA
"Liu, Fangming",@mail.hust.edu.cn,0,0,0,0,0,2,,,,,,"ATC,IGSC",NA,us,edu
"Liu, Feilong",@osu.edu,0,0,0,0,0,1,,,,,,EuroSys,NA,us,edu
"Liu, Gang",,0,0,0,0,0,1,,,,,,ICDM,NA,NA,NA
"Liu, Gary",,0,0,0,0,0,1,,,,,,Cluster,NA,NA,NA
"Liu, Guang",,0,0,0,0,0,1,,,,,,SP,NA,NA,NA
"Liu, Guannan",@buaa.edu.cn,0,0,0,0,0,2,,,,,,"KDD,KDD",NA,us,edu
"Liu, Guimei",,0,1,0,0,0,0,,KDD,,,,,F,NA,NA
"Liu, Guodong",,0,0,0,0,0,1,,,,,,KDD,NA,NA,NA
"Liu, Guoxin",@g.clemson.edu,0,0,0,0,0,1,,,,,,SPAA,NA,us,edu
"Liu, Hang",@gwmail.gwu.edu,0,0,0,0,0,1,,,,,,FAST,NA,us,edu
"Liu, Haopeng",MISSING,0,0,0,0,0,1,,,,,,ASPLOS,NA,NA,NA
"Liu, Hengchang",@illinois.edu,0,0,0,0,0,1,,,,,,ICDM,NA,us,edu
"Liu, Hongqiang",@microsoft.com,0,0,0,0,0,1,,,,,,SOSP,NA,NA,com
"Liu, Hongqiang Harry",@microsoft.com,0,0,0,0,0,2,,,,,,"NSDI,SOSP",NA,NA,com
"Liu, Hongyu",@my.utsa.edu,0,0,0,0,0,1,,,,,,CCS,NA,ed,edu
"Liu, Hua",,0,0,0,0,0,1,,,,,,CCS,NA,NA,NA
"Liu, Huan",@asu.edu,0,3,0,1,0,1,,"KDD,SIGIR,ICDM",,ICDM,,KDD,M,us,edu
"Liu, Hui",@sjtu.edu.cn,0,0,0,0,0,1,,,,,,NDSS,NA,us,edu
"Liu, Jason",@cis.fiu.edu,0,2,1,0,0,1,,"MASCOTS,IPDPS",MASCOTS,,,MASCOTS,M,us,edu
"Liu, Jialin",@lbl.gov,0,0,0,0,0,2,,,,,,"HPDC,Cluster",NA,us,gov
"Liu, Jian1",@rutgers.edu,0,0,0,0,0,1,,,,,,CCS,NA,us,edu
"Liu, Jian2",@aalto.fi,0,0,0,0,0,1,,,,,,CCS,NA,fi,edu
"Liu, Jianqiao",,0,0,0,0,0,1,,,,,,ISPASS,NA,NA,NA
"Liu, Jianxun",@hnust.edu.cn,0,0,0,0,0,1,,,,,,SOCC,NA,us,edu
"Liu, Jiaqi",@osu.edu,0,0,0,0,0,1,,,,,,CCGrid,NA,us,edu
"Liu, Jiawen",,0,0,0,0,0,1,,,,,,IPDPS,NA,NA,NA
"Liu, Jie",,0,0,0,0,0,1,,,,,,HPCC,NA,NA,NA
"Liu, Jienan",@cs.uga.edu,0,0,0,0,0,1,,,,,,NDSS,NA,ed,edu
"Liu, Jingjing",,0,1,0,0,0,0,,SIGIR,,,,,F,NA,NA
"Liu, Jingzhou",@cs.cmu.edu,0,0,0,0,0,1,,,,,,SIGIR,NA,us,edu
"Liu, Jun",,0,1,0,0,0,1,,KDD,,,,MobiCom,M,NA,NA
"Liu, Junming",@rutgers.edu,0,0,0,0,0,1,,,,,,KDD,NA,us,edu
"Liu, Ke",@ict.ac.cn,0,0,0,0,0,1,,,,,,HPCC,NA,cn,edu
